logP(o/w),logS,SlogP,GCUT_PEOE_1,PEOE_VSA+1,GCUT_PEOE_0,h_logD,h_logP,GCUT_SMR_1,PEOE_RPC-,PEOE_VSA+0,density,GCUT_SLOGP_1,BCUT_PEOE_2,BCUT_SLOGP_1,BCUT_SMR_2,a_ICM,h_log_pbo,GCUT_SMR_2,h_logS,PEOE_VSA_FPNEG,h_ema,rsynth,BCUT_SMR_3,balabanJ,BCUT_SLOGP_0,BCUT_PEOE_1,SMR_VSA3,BCUT_SLOGP_3,PEOE_VSA_POS,BCUT_SMR_1,chi1v_C,chi1_C,GCUT_PEOE_2,GCUT_SMR_3,KierFlex,PEOE_VSA+2,a_IC,chi1v,h_emd_C,BCUT_PEOE_3,GCUT_SLOGP_2,h_emd,PEOE_RPC+,KierA2,PEOE_VSA_NEG,SMR_VSA5,BCUT_SMR_0,BCUT_SLOGP_2,PEOE_VSA+3,KierA3,KierA1,BCUT_PEOE_0,SMR_VSA1,PEOE_VSA_FPOS,GCUT_SLOGP_3,PEOE_VSA_FPPOS,SlogP_VSA9,VDistEq,vsa_pol,SlogP_VSA5,chi0v,SlogP_VSA4,PEOE_VSA_FNEG,PEOE_VSA_FHYD,SlogP_VSA8,bpol,b_rotR,weinerPath,opr_nrot,SMR,PEOE_VSA-0,Kier3,petitjean,PEOE_PC-,petitjeanSC,SMR_VSA7,GCUT_PEOE_3,lip_violation,b_1rotR,Kier2,vsa_acc,Weight,PEOE_PC+,chi1,b_single,weinerPol,PEOE_VSA_FPOL,SMR_VSA0,apol,chi0_C,h_mr,VDistMa,PEOE_VSA_PNEG,vsa_hyd,PEOE_VSA_HYD,zagreb,chi0,opr_violation,SlogP_VSA2,a_nH,TPSA,chi0v_C,mr,VAdjEq,b_count,SMR_VSA6,vdw_vol,diameter,h_pKb,a_count,PEOE_VSA_POL,PEOE_VSA+4,vsa_other,Q_VSA_HYD,SlogP_VSA3,b_1rotN,vdw_area,Q_VSA_POS,b_rotN,PEOE_VSA-5,Kier1,SlogP_VSA7,b_max1len,b_ar,a_aro,b_double,a_hyd,a_nO,h_pavgQ,VAdjMa,opr_brigid,h_pstates,b_heavy,PEOE_VSA_PPOS,rings,a_nN,a_heavy,SlogP_VSA1,h_pstrain,lip_acc,a_donacc,a_nC,a_acc,SMR_VSA4,opr_nring,ast_violation_ext,PEOE_VSA-3,radius,ast_violation,logPapp
1.073,-5.0376701,1.44637,-0.35928088,20.299505,-0.85429996,3.8578968,3.8584676,-0.19717449,0.083530895,277.92728,0.80306941,-0.33537191,0.39377072,-0.43302742,0.51581079,1.5302918,8.4801397,0.11799734,-6.6049995,0.13357221,13.704247,0.27083334,3.0037737,1.929177,-2.8455591,-0.44056395,19.113449,2.719734,592.31812,-0.26166645,10.571968,11.153832,-0.003961385,3.4514515,13.225929,115.09749,159.15034,17.476852,19.077097,2.7498269,-0.00774701,24.047812,0.073601477,17.650143,102.18771,185.37596,-2.4502654,0.35708964,101.29668,10.60286,35.968243,-2.705682,30.936834,0.85286272,3.1582563,0.11187405,199.52727,3.8434241,102.18771,51.765594,29.866611,7.5963712,0.1471373,0.75455374,132.07884,78.187592,0.2,8225.0,21.0,18.04524,0.0,12.580261,0.44444445,-3.7316344,0.80000001,232.42445,3.2217848,2.0,0.2,20.888889,90.822563,672.87201,3.7316344,22.763365,95.0,77.0,0.24544625,143.17329,110.79241,24.534805,18.625471,10.945172,92.766678,514.62097,524.04199,238.0,35.542877,3.0,159.10117,56.0,157.25999,23.733841,18.372168,0.25768197,106.0,123.7506,767.58496,18.0,9.874567,104.0,170.46387,0.0,77.697189,694.50586,92.197891,10.0,694.50586,694.50586,10.0,81.401527,42.4128,34.428715,4.0,5.0,5.0,6.0,28.0,6.0,0.001333071,6.643856,27.0,1.0102092,50.0,77.697189,3.0,8.0,48.0,62.489536,0.00079526,14.0,9.0,34.0,7.0,0.0,2.0,4.0,9.4210396,10.0,2.0,-7.33
0.72399998,-5.1773601,0.73339999,-0.36583567,15.808495,-0.85751152,3.1455052,3.1455052,-0.20778206,0.081811607,275.71875,0.81042647,-0.34178144,0.391397,-0.42368019,0.50681865,1.5261366,7.0944843,0.11527567,-6.1152797,0.15381648,13.631276,0.0625,3.0038719,1.9371339,-2.8472741,-0.43554676,15.927875,2.7197347,584.96814,-0.27639693,10.994618,11.337336,0.043218922,3.4631679,13.698639,135.39699,160.24434,17.796078,20.292196,2.749882,0.009781902,25.263823,0.070280075,17.966343,106.3336,169.81564,-2.450707,0.3490282,67.397217,10.551799,36.598137,-2.7067475,15.62157,0.84618354,3.165952,0.13112468,166.63008,3.8246651,106.3336,32.897186,29.794266,4.4107962,0.15381648,0.71505886,169.81564,80.2388,0.2,8183.0,21.0,17.907339,0.0,12.295971,0.41176471,-3.9079895,0.69999999,199.52727,3.2346542,2.0,0.2,20.888889,94.968445,675.87201,3.9079895,22.780203,100.0,78.0,0.28494114,167.03551,111.1612,24.241911,18.457417,10.947344,106.3336,494.32144,494.32144,238.0,35.542877,3.0,182.96339,57.0,159.75,23.70046,18.216379,0.25768197,107.0,165.88853,763.07477,17.0,14.0,105.0,196.98032,12.949531,90.646713,691.30176,129.07704,10.0,691.30176,691.30176,10.0,94.968445,42.4128,0.0,4.0,0.0,0.0,7.0,27.0,7.0,0.0,6.643856,27.0,1.0,50.0,90.646713,3.0,7.0,48.0,52.433056,0.0,14.0,9.0,34.0,7.0,0.0,2.0,4.0,0.0,10.0,2.0,-8.28
3.9820001,-7.67659,3.2137001,-0.37079749,0.0,-0.84114367,5.888896,5.888896,-0.20536683,0.093967468,293.73578,0.78386104,-0.31348184,0.47794914,-0.42217913,0.60413402,1.4748107,9.1456413,0.14415018,-7.786346,0.13150238,11.608348,0.22448979,3.0041885,2.043581,-2.8429394,-0.49023849,19.113449,2.7198358,533.62817,-0.33262104,12.299149,13.547679,0.05351983,3.4970596,13.74267,94.797981,157.80475,18.040421,17.559311,2.7501876,0.03087897,22.538481,0.082797438,18.289766,171.80914,238.73434,-2.4512095,0.43424925,67.397217,11.057614,36.817902,-2.7065792,12.497255,0.75645018,3.2164195,0.11014046,218.39566,3.7050169,92.766678,32.897186,30.574478,12.007167,0.24354985,0.75835717,132.07884,78.394005,0.19607843,8231.0,21.0,18.790739,79.042473,13.115703,0.375,-3.3171775,0.60000002,232.85327,3.2650971,2.0,0.19607843,21.639183,81.401527,682.90698,3.3171775,23.263365,97.0,80.0,0.24164282,143.17329,115.20599,26.526369,19.244293,11.025074,92.766678,534.97345,534.97345,242.0,36.249985,3.0,159.10117,58.0,139.44,25.336134,19.117886,0.25355992,109.0,105.31101,796.62463,16.0,14.0,107.0,170.46387,0.0,77.697189,705.43732,73.758316,10.0,705.43732,705.43732,10.0,81.401527,43.404846,88.215919,4.0,6.0,6.0,6.0,31.0,6.0,0.0,6.6724253,28.0,1.0,51.0,77.697189,3.0,6.0,49.0,44.049957,0.0,12.0,8.0,37.0,6.0,0.0,2.0,5.0,0.0,10.0,3.0,-4.99
2.233,-6.32128,1.59007,-0.36885315,15.808495,-0.84113735,4.5542207,4.5542207,-0.20780541,0.094570249,214.6933,0.79673433,-0.33928856,0.44568583,-0.42448357,0.56453389,1.5095747,9.1455956,0.1317395,-6.9711318,0.13520584,12.962087,0.1632653,3.0038421,2.0282764,-2.8515022,-0.46601221,19.113449,2.7197206,528.11108,-0.31025261,11.2362,12.484731,0.054603264,3.4724841,14.143895,94.797981,158.50534,17.674397,19.000345,2.7499063,0.023231713,24.007917,0.074417226,18.823746,176.52144,220.29475,-2.4497488,0.39969122,125.11412,11.057614,36.817902,-2.7045176,12.497255,0.74948442,3.172823,0.11026625,133.30406,3.7345662,95.270432,87.14946,30.112484,7.5963712,0.25051561,0.75452793,113.21043,78.123589,0.21568628,8301.0,22.0,18.499041,81.251015,13.115703,0.44444445,-3.6908629,0.80000001,201.58511,3.2407074,2.0,0.21568628,22.270952,83.905281,684.87897,3.6908629,23.407524,95.0,80.0,0.24547209,154.17319,112.91441,25.656126,18.969999,11.022279,95.270432,531.66492,531.66492,240.0,36.086845,3.0,170.10106,56.0,148.67,24.465891,18.878542,0.25355992,107.0,144.67685,788.75854,18.0,14.0,105.0,172.96762,0.0,77.697189,704.63251,113.12415,11.0,704.63251,704.63251,11.0,81.401527,43.404846,88.215919,4.0,6.0,6.0,6.0,30.0,7.0,0.0,6.6724253,28.0,1.0,51.0,77.697189,3.0,6.0,49.0,44.049957,0.0,13.0,9.0,36.0,7.0,0.0,2.0,4.0,0.0,10.0,2.0,-5.4
4.3390002,-8.0830603,3.3274,-0.35725933,0.0,-0.8411727,6.0207825,6.0207825,-0.20494249,0.09399984,372.77826,0.78386104,-0.32699719,0.40166652,-0.41745895,0.5137912,1.4416894,6.0808134,0.11532781,-7.6020551,0.13150238,11.616958,0.22448979,3.0178607,2.0433056,-2.8565722,-0.4331913,15.927875,2.8739626,612.67065,-0.28075403,13.259657,13.547679,0.047526918,3.5587142,15.226928,94.797981,162.9109,19.000929,16.985004,2.7617102,0.012681166,21.960968,0.082825959,19.262949,92.766678,226.42087,-2.5606542,0.35705987,67.397217,11.655239,38.733398,-2.8163006,12.497255,0.86849761,3.2895277,0.11014046,199.95609,3.7050169,92.766678,32.897186,31.300611,13.232388,0.13150238,0.75835717,226.42087,84.953247,0.19607843,8231.0,23.0,18.899839,0.0,13.115703,0.375,-3.316035,0.60000002,232.85327,3.3322136,2.0,0.19607843,21.639183,81.401527,688.95496,3.316035,23.263365,109.0,80.0,0.24164282,143.17329,119.20675,26.526369,19.34227,11.025074,92.766678,534.97345,534.97345,242.0,36.249985,3.0,159.10117,64.0,139.44,26.062267,19.183189,0.25355992,115.0,123.7506,796.62463,16.0,14.0,113.0,170.46387,0.0,77.697189,705.43732,92.197891,10.0,705.43732,705.43732,10.0,81.401527,43.404846,0.0,4.0,0.0,0.0,6.0,31.0,6.0,0.0,6.6724253,28.0,1.0,51.0,77.697189,3.0,6.0,49.0,44.049957,0.0,12.0,8.0,37.0,6.0,0.0,2.0,5.0,0.0,10.0,3.0,-5.17
2.931,-6.6800399,2.1737001,-0.35490218,0.0,-0.8411774,4.4283504,4.4283504,-0.20357715,0.096401565,325.35275,0.79673433,-0.31962934,0.39110646,-0.41536415,0.50578594,1.475148,6.0807867,0.1139321,-6.7147303,0.13520584,13.03155,0.06122449,3.0056479,2.0433056,-2.8590081,-0.43171471,15.927875,2.7371218,609.36212,-0.27555475,12.259657,12.547679,0.042953704,3.5421329,15.226928,138.91493,163.74142,18.578279,18.389616,2.7516716,0.009780159,23.366257,0.074841455,19.262949,95.270432,169.81564,-2.5173473,0.34901288,67.397217,11.655239,38.733398,-2.7666643,12.497255,0.86479414,3.259141,0.11026625,199.95609,3.7050169,95.270432,32.897186,31.001753,13.232388,0.13520584,0.75452793,169.81564,84.682831,0.19607843,8231.0,23.0,18.59664,0.0,13.115703,0.375,-3.6698081,0.60000002,232.85327,3.3162556,2.0,0.19607843,21.639183,83.905281,690.927,3.6698081,23.263365,107.0,80.0,0.24547209,154.17319,116.91517,25.819262,19.067976,11.025074,95.270432,531.66492,531.66492,242.0,36.249985,3.0,170.10106,62.0,148.67,25.35516,18.906881,0.25355992,113.0,165.6031,788.75854,16.0,14.0,111.0,172.96762,0.0,77.697189,704.63251,134.05042,10.0,704.63251,704.63251,10.0,81.401527,43.404846,0.0,4.0,0.0,0.0,6.0,30.0,7.0,0.0,6.6724253,28.0,1.0,51.0,77.697189,3.0,6.0,49.0,44.049957,0.0,13.0,9.0,36.0,7.0,0.0,2.0,4.0,0.0,10.0,2.0,-5.75
4.1539998,-7.73806,3.1338699,-0.36437127,15.808495,-0.84117949,6.0983391,6.0983391,-0.21053623,0.093201883,291.52725,0.78077942,-0.32953495,0.47842541,-0.43381748,0.60508025,1.464503,9.145751,0.14469591,-7.9812908,0.12862006,11.609584,0.18000001,3.0039411,2.033488,-2.8490891,-0.49170703,19.113449,2.7198536,547.22809,-0.33312237,12.943307,14.191837,0.056055915,3.5010712,14.770611,94.797981,161.09534,18.68458,17.774807,2.7499471,0.030879376,22.778391,0.082125843,19.543543,174.01768,276.89996,-2.4520121,0.43424964,67.397217,11.568919,37.788979,-2.7087693,12.497255,0.75872624,3.2138393,0.10772636,166.63008,3.7599576,92.766678,51.765594,31.118448,7.5963712,0.24127376,0.76365358,169.81564,80.580421,0.23076923,8797.0,23.0,19.263941,81.251015,13.671001,0.44444445,-3.3444257,0.80000001,199.52727,3.2692769,2.0,0.23076923,23.040001,81.401527,696.93396,3.3444257,23.907524,100.0,81.0,0.23634642,143.17329,118.29958,27.070339,19.698694,11.08107,92.766678,550.78192,550.78192,244.0,36.793953,3.0,159.10117,60.0,139.44,25.880104,19.619228,0.24958064,112.0,123.7506,815.1521,18.0,14.0,110.0,170.46387,0.0,77.697189,721.24579,92.197891,12.0,721.24579,721.24579,12.0,81.401527,44.39719,88.215919,5.0,6.0,6.0,6.0,32.0,6.0,0.0,6.7004399,28.0,1.0,52.0,77.697189,3.0,6.0,50.0,44.049957,0.0,12.0,8.0,38.0,6.0,0.0,2.0,5.0,0.0,10.0,3.0,-5.1
4.0700002,-7.73806,2.9897699,-0.360811,15.808495,-0.84116334,6.0787754,6.0787754,-0.20527837,0.093185812,291.52725,0.78077942,-0.32861686,0.47783411,-0.42007217,0.60394073,1.464503,9.1457357,0.14393824,-7.9687157,0.12862006,11.614806,0.23999999,3.0043044,2.0231929,-2.8505466,-0.48924971,19.113449,2.7198086,547.22809,-0.33252677,12.799149,14.047679,0.053379402,3.5083668,14.357467,94.797981,161.09534,18.540421,17.866705,2.7502644,0.030878769,22.84347,0.082108699,18.996899,174.01768,239.16316,-2.4526539,0.4342041,67.397217,11.568919,37.788979,-2.7089236,12.497255,0.75872624,3.2213259,0.10772636,199.95609,3.7691844,92.766678,51.765594,31.281586,12.007167,0.24127376,0.76365358,132.07884,80.580421,0.21153846,8831.0,22.0,19.256941,81.251015,13.671001,0.41176471,-3.3450022,0.69999999,232.85327,3.2775726,2.0,0.21153846,22.395555,81.401527,696.93396,3.3450022,23.763365,100.0,81.0,0.23634642,143.17329,118.29958,27.233475,19.698692,11.079174,92.766678,550.78192,550.78192,246.0,36.957088,3.0,159.10117,60.0,139.44,26.043242,19.585453,0.24958064,112.0,123.7506,815.1521,17.0,14.0,110.0,170.46387,0.0,77.697189,721.24579,92.197891,11.0,721.24579,721.24579,11.0,81.401527,44.39719,88.215919,4.0,6.0,6.0,6.0,32.0,6.0,0.0,6.7004399,28.0,1.0,52.0,77.697189,3.0,6.0,50.0,44.049957,0.0,12.0,8.0,38.0,6.0,0.0,2.0,4.0,0.0,10.0,2.0,-6.14
4.5120001,-7.9398298,3.3798699,-0.3596372,0.0,-0.84117883,6.3098035,6.3098035,-0.20524433,0.093120649,323.14423,0.77783483,-0.32201701,0.47782496,-0.41978899,0.60392869,1.4546001,9.1457634,0.1439113,-8.2770576,0.12586139,11.616731,0.25490198,3.0043709,2.0002248,-2.8503454,-0.48917922,19.113449,2.7198267,563.03662,-0.33252135,13.299149,14.547679,0.053364474,3.51757,14.980723,94.797981,164.36981,19.040421,18.026655,2.7503092,0.030878723,23.002703,0.082051277,19.710917,174.01768,258.03159,-2.4541352,0.43420297,67.397217,12.077326,38.761105,-2.7111714,12.497255,0.76390111,3.2346892,0.10541582,199.95609,3.8410296,92.766678,51.765594,31.988691,12.007167,0.23609887,0.76872277,150.94725,82.76683,0.2264151,9481.0,23.0,19.718639,81.251015,14.222222,0.44444445,-3.3473432,0.80000001,232.85327,3.2877502,2.0,0.2264151,23.157793,81.401527,710.961,3.3473432,24.263365,103.0,82.0,0.23127721,143.17329,121.39317,27.940582,20.153082,11.130494,92.766678,566.59045,566.59045,250.0,37.664196,3.0,159.10117,62.0,139.44,26.750347,20.052769,0.24573661,115.0,123.7506,833.67957,18.0,14.0,113.0,170.46387,0.0,77.697189,737.05432,92.197891,12.0,737.05432,737.05432,12.0,81.401527,45.38982,88.215919,4.0,6.0,6.0,6.0,33.0,6.0,0.0,6.7279205,28.0,1.0,53.0,77.697189,3.0,6.0,51.0,44.049957,0.0,12.0,8.0,39.0,6.0,0.0,2.0,5.0,0.0,10.0,3.0,-5.11
3.766,-7.7534099,2.8261001,-0.36803815,8.458519,-0.8411442,5.7900839,5.7900839,-0.20781112,0.090155423,370.5697,0.7900731,-0.33750027,0.45218277,-0.4497754,0.60853237,1.4881462,9.3325872,0.13365346,-7.8354783,0.12939966,12.529552,0.25490198,3.0042815,2.0002248,-2.8529322,-0.47491029,21.171303,2.7198017,640.97906,-0.30976897,12.445596,13.639431,0.053253345,3.4965124,14.980723,94.797981,165.18422,18.679667,18.889706,2.7502835,0.042387385,23.870453,0.07541851,19.710917,95.270432,220.29475,-2.4525731,0.48320499,89.455688,12.077326,38.761105,-2.7081525,23.497143,0.87060034,3.20682,0.10553105,205.19952,3.8410296,95.270432,32.897186,31.689833,8.8215923,0.12939966,0.76506931,132.07884,82.496422,0.2264151,9481.0,23.0,19.436041,0.0,14.222222,0.44444445,-3.6417291,0.80000001,232.85327,3.2675633,2.0,0.2264151,23.157793,83.905281,712.93298,3.6417291,24.263365,101.0,82.0,0.23493071,143.17329,119.10158,27.233475,19.903877,11.130494,95.270432,563.28192,563.28192,250.0,37.664196,3.0,159.10117,60.0,148.67,26.043242,19.77252,0.24573661,113.0,144.67685,825.81348,18.0,14.0,111.0,172.96762,0.0,77.697189,736.24951,113.12415,12.0,736.24951,736.24951,12.0,81.401527,45.38982,88.215919,4.0,6.0,6.0,6.0,32.0,7.0,0.0,6.7279205,28.0,1.0,53.0,77.697189,3.0,6.0,51.0,44.049957,0.0,13.0,9.0,38.0,7.0,0.0,2.0,4.0,0.0,10.0,2.0,-5.19
2.487,-6.2698798,2.4725699,-0.35719934,20.299505,-0.85429996,5.170609,5.1711798,-0.19534981,0.083530873,325.35275,0.79261768,-0.3226831,0.39376897,-0.41880977,0.5139215,1.4978806,8.480135,0.1154241,-7.5267754,0.12503405,13.702719,0.25490198,3.0043716,2.001452,-2.8503363,-0.43354681,19.113449,2.7198265,639.74365,-0.26164365,11.965816,12.547679,-0.003965737,3.5153031,14.66589,115.09749,169.2605,18.870699,19.139805,2.7503126,-0.007747103,24.115816,0.073601454,19.236181,102.18771,204.24437,-2.454092,0.35706037,101.29668,11.851855,38.882999,-2.7109439,30.936834,0.86226797,3.2297523,0.10472288,232.85327,3.8411622,102.18771,51.765594,32.15107,12.007167,0.13773204,0.77024305,150.94725,84.746834,0.2264151,9480.0,23.0,19.42334,0.0,13.911364,0.44444445,-3.7316353,0.80000001,265.75046,3.2866385,2.0,0.2264151,22.527679,90.822563,714.953,3.7316353,24.157213,104.0,81.0,0.22975692,143.17329,120.07317,26.819262,19.988628,11.130307,92.766678,562.04645,571.46747,252.0,37.827335,3.0,159.10117,62.0,157.25999,26.018297,19.751791,0.24573661,115.0,123.7506,823.16736,18.0,9.8745823,113.0,170.46387,0.0,77.697189,741.93134,92.197891,12.0,741.93134,741.93134,12.0,81.401527,45.38982,34.428715,4.0,5.0,5.0,6.0,31.0,6.0,0.001333026,6.7279205,27.0,1.010209,53.0,77.697189,3.0,8.0,51.0,62.489536,0.000795233,14.0,9.0,37.0,7.0,0.0,2.0,4.0,9.4210396,10.0,2.0,-6.0
4.1030002,-7.9465399,3.41027,-0.38140801,15.808495,-0.84113562,6.2029676,6.2029676,-0.21437036,0.093170032,216.90184,0.78235734,-0.32254058,0.57361996,-0.46542558,0.70872056,1.4853638,12.210569,0.16093144,-8.5472212,0.12783715,11.600335,0.21153846,3.0037713,1.7162606,-2.8420374,-0.52425146,22.299025,2.719738,472.60272,-0.38845468,13.000437,15.209476,0.059385084,3.4929135,12.92929,94.797981,160.4193,18.741709,18.459761,2.7498379,0.057261314,23.466793,0.082097776,18.423252,253.06017,326.95026,-2.4490027,0.54444826,67.397217,10.772593,36.493179,-2.7034717,12.497255,0.65127033,3.2060239,0.10707063,151.74364,3.768425,92.766678,51.765594,31.383879,10.781946,0.34872964,0.76509219,113.21043,76.207588,0.18181819,9656.0,21.0,19.85984,160.29349,13.292101,0.44444445,-3.3455689,0.80000001,166.20125,3.2561846,2.0,0.18181819,22.666666,81.401527,716.92401,3.3455689,24.925161,93.0,85.0,0.23490779,143.17329,119.1524,28.061903,20.339659,11.197206,92.766678,555.19904,555.19904,260.0,37.785519,3.0,159.10117,56.0,139.44,26.145535,20.267857,0.24540348,111.0,105.31101,844.21265,18.0,14.0,108.0,170.46387,0.0,77.697189,725.6629,73.758316,10.0,725.6629,725.6629,10.0,81.401527,44.711407,176.43184,4.0,12.0,12.0,6.0,34.0,6.0,0.0,6.7813597,34.0,1.0,55.0,77.697189,4.0,6.0,52.0,44.049957,0.0,12.0,8.0,40.0,6.0,0.0,3.0,5.0,0.0,10.0,3.0,-5.16
2.138,-6.4095702,1.7596,-0.36344346,15.808495,-0.8575111,4.4582658,4.4582658,-0.2037091,0.081811585,323.14423,0.79941761,-0.33712599,0.39112383,-0.41604441,0.5058502,1.4941059,7.0944791,0.1139809,-7.0370908,0.14394163,13.62975,0.05882353,3.0045226,2.0091791,-2.8522446,-0.43189815,15.927875,2.7198281,632.39368,-0.27560398,12.388465,12.731183,0.043201368,3.5271747,15.15635,135.39699,170.32808,19.189924,20.354731,2.7504008,0.009780214,25.331646,0.070280053,19.558578,106.3336,188.68405,-2.4550359,0.34901339,67.397217,11.792834,39.520966,-2.7127433,15.62157,0.85605836,3.2375855,0.12270661,199.95609,3.8231645,106.3336,32.897186,32.078724,8.8215923,0.14394163,0.73335177,188.68405,86.798042,0.2264151,9435.0,23.0,19.28544,0.0,13.610586,0.41176471,-3.9079907,0.69999999,232.85327,3.2996626,2.0,0.2264151,22.527679,94.968445,717.953,3.9079907,24.174049,109.0,82.0,0.26664823,167.03551,120.44196,26.526369,19.820572,11.132231,106.3336,541.74695,541.74695,252.0,37.827335,3.0,182.96339,63.0,159.75,25.984917,19.595591,0.24573661,116.0,165.88853,818.65717,17.0,14.0,114.0,196.98032,12.949531,90.646713,738.72723,129.07704,12.0,738.72723,738.72723,12.0,94.968445,45.38982,0.0,4.0,0.0,0.0,7.0,30.0,7.0,0.0,6.7279205,27.0,1.0,53.0,90.646713,3.0,7.0,51.0,52.433056,0.0,14.0,9.0,37.0,7.0,0.0,2.0,4.0,0.0,10.0,2.0,-7.02
4.46,-8.3530102,3.5239699,-0.37310567,15.808495,-0.84116846,6.3344831,6.3344831,-0.21415128,0.093201861,295.94431,0.78235734,-0.33645174,0.52864093,-0.45446268,0.66339922,1.4551984,9.1457415,0.16032687,-8.3626919,0.12783715,11.608938,0.21153846,3.0159311,1.7160544,-2.8554344,-0.52393317,19.113449,2.8738599,551.6452,-0.36658025,13.960945,15.209476,0.057103489,3.5543394,14.257683,94.797981,165.89262,19.702217,17.886833,2.7597888,0.042385533,22.890657,0.08212582,19.356434,174.01768,314.63678,-2.5599127,0.48391947,67.397217,11.326241,38.302483,-2.8154259,12.497255,0.76019484,3.2791424,0.10707063,133.30406,3.768425,92.766678,51.765594,32.110012,12.007167,0.23980515,0.76509219,207.55246,82.76683,0.18181819,9656.0,23.0,19.968941,81.251015,13.292101,0.44444445,-3.3444264,0.80000001,166.20125,3.3231561,2.0,0.18181819,22.666666,81.401527,722.97198,3.3444264,24.925161,105.0,85.0,0.23490779,143.17329,123.15317,28.061903,20.437634,11.197206,92.766678,555.19904,555.19904,260.0,37.785519,3.0,159.10117,62.0,139.44,26.871668,20.33889,0.24540348,117.0,123.7506,844.21265,18.0,14.0,114.0,170.46387,0.0,77.697189,725.6629,92.197891,10.0,725.6629,725.6629,10.0,81.401527,44.711407,88.215919,4.0,6.0,6.0,6.0,34.0,6.0,0.0,6.7813597,34.0,1.0,55.0,77.697189,4.0,6.0,52.0,44.049957,0.0,12.0,8.0,40.0,6.0,0.0,3.0,5.0,0.0,10.0,3.0,-5.54
3.052,-6.9499898,2.37027,-0.36588442,15.808495,-0.84117353,4.7421112,4.7421112,-0.21335669,0.095661484,248.51883,0.79448402,-0.3393065,0.51109219,-0.4407135,0.64556319,1.4885569,9.1457148,0.15766153,-7.4754043,0.13143322,13.023508,0.057692308,3.0047984,1.7160544,-2.8578956,-0.51743674,19.113449,2.7350018,548.33667,-0.35596228,12.960945,14.209476,0.056437898,3.5377741,14.257683,138.91493,166.71837,19.279568,19.291254,2.7508249,0.038526893,24.295755,0.074269593,19.356434,176.52144,258.03159,-2.5150912,0.46879402,67.397217,11.326241,38.302483,-2.7636728,12.497255,0.75647449,3.2485816,0.10718951,133.30406,3.768425,95.270432,51.765594,31.811153,12.007167,0.24352552,0.76137727,150.94725,82.496422,0.18181819,9656.0,23.0,19.665739,81.251015,13.292101,0.44444445,-3.6981995,0.80000001,166.20125,3.3071573,2.0,0.18181819,22.666666,83.905281,724.94397,3.6981995,24.925161,103.0,85.0,0.23862273,154.17319,120.86158,27.354795,20.163342,11.197206,95.270432,551.8905,551.8905,260.0,37.785519,3.0,170.10106,60.0,148.67,26.164562,20.062506,0.24540348,115.0,165.6031,836.34656,18.0,14.0,112.0,172.96762,0.0,77.697189,724.85809,134.05042,10.0,724.85809,724.85809,10.0,81.401527,44.711407,88.215919,4.0,6.0,6.0,6.0,33.0,7.0,0.0,6.7813597,34.0,1.0,55.0,77.697189,4.0,6.0,52.0,44.049957,0.0,13.0,9.0,39.0,7.0,0.0,3.0,4.0,0.0,10.0,2.0,-5.5
4.191,-8.0080099,3.1863401,-0.37510717,31.616989,-0.84115815,6.3925433,6.3925433,-0.21430095,0.092401534,214.6933,0.77947801,-0.3375693,0.57349509,-0.46440691,0.70878774,1.4751178,12.210664,0.16087426,-8.7293949,0.12511161,11.606788,0.2264151,3.0038555,1.7021662,-2.8494306,-0.52398479,22.299025,2.7197239,486.20267,-0.38866416,13.500437,15.709476,0.059187733,3.5041788,13.504449,94.797981,163.73808,19.241709,18.768282,2.7498918,0.056937668,23.772907,0.081420608,19.112165,255.26871,327.37909,-2.4496846,0.54187942,67.397217,11.2452,37.449226,-2.7047451,12.497255,0.65572685,3.2109623,0.10478784,133.30406,3.8168056,92.766678,70.633995,32.090988,10.781946,0.34427318,0.77010053,113.21043,78.394005,0.19642857,10299.0,22.0,20.32604,162.50203,13.816559,0.44444445,-3.3733935,0.80000001,166.20125,3.2686064,2.0,0.19642857,23.416204,81.401527,730.95099,3.3733935,25.425161,96.0,86.0,0.22989945,143.17329,122.24599,28.769009,20.794056,11.249819,92.766678,571.00751,571.00751,264.0,38.492622,3.0,159.10117,58.0,139.44,26.852642,20.735865,0.24170427,114.0,123.7506,862.74011,18.0,14.0,111.0,170.46387,0.0,77.697189,741.47137,92.197891,11.0,741.47137,741.47137,11.0,81.401527,45.698978,176.43184,4.0,12.0,12.0,6.0,35.0,6.0,0.0,6.8073549,34.0,1.0,56.0,77.697189,4.0,6.0,53.0,44.049957,0.0,12.0,8.0,41.0,6.0,0.0,3.0,5.0,0.0,10.0,3.0,-5.87
